"","X","SpecID","PassNonPass","IOCOrder","BLFamilyLatin","BLFamilyEnglish","BLFamSequID","Taxo","Scientific","English","Diet.Inv","Diet.Vend","Diet.Vect","Diet.Vfish","Diet.Vunk","Diet.Scav","Diet.Fruit","Diet.Nect","Diet.Seed","Diet.PlantO","Diet.5Cat","Diet.Source","Diet.Certainty","Diet.EnteredBy","ForStrat.watbelowsurf","ForStrat.wataroundsurf","ForStrat.ground","ForStrat.understory","ForStrat.midhigh","ForStrat.canopy","ForStrat.aerial","PelagicSpecialist","ForStrat.Source","ForStrat.SpecLevel","ForStrat.EnteredBy","Nocturnal","BodyMass.Value","BodyMass.Source","BodyMass.SpecLevel","BodyMass.Comment","Record.Comment","scientificName","assessmentId","internalTaxonId","kingdomName","phylumName","orderName","className","familyName","genusName","speciesName","authority","redlistCategory","populationTrend","scopes"
"59",399,3868,"Nonpasseriformes","Gruiformes","Rallidae","Rails, crakes and allies",42,"BL3","Aramides cajanea","Grey-necked Wood-rail",50,0,20,0,0,0,10,0,10,10,"Omnivore","Ref_3","A","Jennifer",0,50,50,0,0,0,0,0,"Ref_3",1,"Jessica",0,397,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",419,3943,"Nonpasseriformes","Gruiformes","Rallidae","Rails, crakes and allies",42,"BL3","Fulica caribaea","Caribbean Coot",20,0,0,0,0,0,0,0,40,40,"PlantSeed","Ref_3","C","Carolina",50,50,0,0,0,0,0,0,"Ref_3",1,"Jessica",0,1055.87,"GenAvg",0,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",430,4199,"Nonpasseriformes","Charadriiformes","Haematopodidae","Oystercatchers",50,"BL3","Haematopus bachmani","Black Oystercatcher",90,0,0,10,0,0,0,0,0,0,"Invertebrate","Ref_3","A","Carolina",0,0,100,0,0,0,0,0,"Ref_3",1,"Jessica",0,555,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",437,4421,"Nonpasseriformes","Charadriiformes","Laridae","Gulls and terns",61,"BL3","Larus scopulinus","Red-billed Gull",50,0,0,30,0,20,0,0,0,0,"Omnivore","Ref_3","A","Carolina",0,60,40,0,0,0,0,0,"Ref_3",1,"Other",0,302.5,"PrimScale",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",440,4445,"Nonpasseriformes","Charadriiformes","Laridae","Gulls and terns",61,"BL3","Sterna nilotica","Gull-billed Tern",50,10,20,20,0,0,0,0,0,0,"Omnivore","Ref_3","A","Carolina",0,30,30,30,10,0,0,1,"Ref_3",1,"Other",0,218.25,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",460,4493,"Nonpasseriformes","Charadriiformes","Laridae","Gulls and terns",61,"BL3","Procelsterna cerulea","Blue Noddy",30,0,0,70,0,0,0,0,0,0,"VertFishScav","Ref_3","A","Carolina",0,100,0,0,0,0,0,1,"Ref_3",1,"Other",0,53,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",466,4756,"Nonpasseriformes","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles",36,"IOC27","Accipiter chionogaster","White-breasted Hawk",0,100,0,0,0,0,0,0,0,0,"VertFishScav","Ref_2","C","Jennifer",0,0,40,20,10,20,10,0,"Genus",0,"Walter",0,332.94,"GenAvg",0,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",467,4757,"Nonpasseriformes","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles",36,"IOC27","Accipiter ventralis","Plain-breasted Hawk",0,100,0,0,0,0,0,0,0,0,"VertFishScav","Ref_2","B","Jennifer",0,0,0,25,25,25,25,0,"Ref_2",1,"Jessica",0,233,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",468,4758,"Nonpasseriformes","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles",36,"IOC27","Accipiter erythronemius","Rufous-thighed Hawk",0,100,0,0,0,0,0,0,0,0,"VertFishScav","Ref_2","C","Jennifer",0,0,0,25,25,25,25,0,"Ref_2",1,"Jessica",0,125,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",469,4764,"Nonpasseriformes","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles",36,"IOC27","Accipiter chilensis","Chilean Hawk",0,100,0,0,0,0,0,0,0,0,"VertFishScav","Ref_2","A","Jennifer",0,0,0,25,25,25,25,0,"Ref_2",1,"Jessica",0,368,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",483,4844,"Nonpasseriformes","Accipitriformes","Accipitridae","Osprey, kites, hawks and eagles",36,"IOC27","Buteo archeri","Archer's Buzzard",50,0,0,0,50,0,0,0,0,0,"Omnivore","Ref_2","B","Jennifer",0,0,60,20,20,0,0,0,"Ref_2",1,"Jessica",0,866.4,"GenAvg",0,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",503,5102,"Nonpasseriformes","Suliformes","Phalacrocoracidae","Cormorants",32,"BL3","Phalacrocorax atriceps","Imperial Shag",50,0,0,50,0,0,0,0,0,0,"Omnivore","Ref_1","A","Jennifer",100,0,0,0,0,0,0,1,"Ref_1",1,"Jessica",0,2000,"PrimScale",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",518,5237,"Nonpasseriformes","Pelecaniformes","Ardeidae","Herons and egrets",25,"BL3","Mesophoyx intermedia","Intermediate Egret",20,0,10,70,0,0,0,0,0,0,"VertFishScav","Ref_1","A","Jennifer",0,80,20,0,0,0,0,0,"Ref_1",1,"Jessica",0,458.83,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",532,5608,"Nonpasseriformes","Procellariiformes","Hydrobatidae","Storm-petrels",19,"BL3","Oceanodroma castro","Madeiran Storm-petrel",60,0,0,30,0,10,0,0,0,0,"Invertebrate","Ref_1","A","Jennifer",20,80,0,0,0,0,0,1,"Ref_1",1,"Jessica",0,46.14,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",533,5609,"Nonpasseriformes","Procellariiformes","Hydrobatidae","Storm-petrels",19,"BL3","Oceanodroma leucorhoa","Leach's Storm-petrel",50,0,0,30,0,20,0,0,0,0,"Omnivore","Ref_1","A","Jennifer",20,80,0,0,0,0,0,1,"Ref_1",1,"Jessica",0,36.71,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",549,5675,"Passeriformes","Passeriformes","Pittidae","Pittas",102,"BL3","Pitta guajana","Banded Pitta",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_8","A","Jennifer",0,0,100,0,0,0,0,0,"Ref_8",1,"Jessica",0,81.5,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",554,5686,"Passeriformes","Passeriformes","Pittidae","Pittas",102,"BL3","Pitta erythrogaster","Red-bellied Pitta",80,0,0,0,0,0,0,0,10,10,"Invertebrate","Ref_8","A","Jennifer",0,0,100,0,0,0,0,0,"Ref_8",1,"Jessica",0,72.39,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",562,5903,"Passeriformes","Passeriformes","Tyrannidae","Tyrant-flycatchers",105,"BL3","Serpophaga munda","White-bellied Tyrannulet",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_9","A","Carolina",0,0,0,33,33,33,0,0,"Ref_9",1,"Jessica",0,5.4,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",592,6377,"Passeriformes","Passeriformes","Pipridae","Manakins",103,"BL3","Xenopipo holochlora","Green Manakin",70,0,0,0,0,0,30,0,0,0,"Invertebrate","Ref_9","C","Carolina",0,0,0,50,50,0,0,0,"Ref_9",1,"Jessica",0,14.9,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",595,6406,"Passeriformes","Passeriformes","Thamnophilidae","Antbirds",106,"BL3","Sakesphorus bernardi","Collared Antshrike",90,10,0,0,0,0,0,0,0,0,"Invertebrate","Ref_8","A","Jennifer",0,0,30,30,40,0,0,0,"Ref_8",1,"Jessica",0,34.4,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",602,6488,"Passeriformes","Passeriformes","Thamnophilidae","Antbirds",106,"BL3","Myrmotherula fluminensis","Rio de Janeiro Antwren",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_8","C","Jennifer",0,0,50,50,0,0,0,0,"Ref_8",1,"Jessica",0,9,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",603,6524,"Passeriformes","Passeriformes","Thamnophilidae","Antbirds",106,"BL3","Formicivora littoralis","Restinga Antwren",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_8","A","Jennifer",0,0,0,80,20,0,0,0,"Ref_8",1,"Jessica",0,14.96,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",604,6527,"Passeriformes","Passeriformes","Thamnophilidae","Antbirds",106,"BL3","Stymphalornis acutirostris","Parana Antwren",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_8","B","Jennifer",0,0,50,50,0,0,0,0,"Ref_8",1,"Jessica",0,10,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",610,6548,"Passeriformes","Passeriformes","Thamnophilidae","Antbirds",106,"BL3","Cercomacra nigrescens","Blackish Antbird",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_8","A","Jennifer",0,0,40,40,20,0,0,0,"Ref_8",1,"Jessica",0,16.5,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",617,6577,"Passeriformes","Passeriformes","Thamnophilidae","Antbirds",106,"BL3","Myrmeciza exsul","Chestnut-backed Antbird",80,0,20,0,0,0,0,0,0,0,"Invertebrate","Ref_8","A","Jennifer",0,0,60,40,0,0,0,0,"Ref_8",1,"Jessica",0,26.5,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",622,6584,"Passeriformes","Passeriformes","Thamnophilidae","Antbirds",106,"BL3","Myrmeciza laemosticta","Dull-mantled Antbird",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_8","A","Jennifer",0,0,70,30,0,0,0,0,"Ref_8",1,"Jessica",0,25,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",631,6593,"Passeriformes","Passeriformes","Thamnophilidae","Antbirds",106,"BL3","Myrmeciza immaculata","Immaculate Antbird",70,0,30,0,0,0,0,0,0,0,"Invertebrate","Ref_8","A","Jennifer",0,0,60,40,0,0,0,0,"Ref_8",1,"Jessica",0,47.1,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",638,6643,"Passeriformes","Passeriformes","Furnariidae","Ovenbirds",110,"BL3","Upucerthia jelskii","Plain-breasted Earthcreeper",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_8","A","Jennifer",0,0,100,0,0,0,0,0,"Ref_8",1,"Jessica",0,40.1,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",648,6687,"Passeriformes","Passeriformes","Furnariidae","Ovenbirds",110,"BL3","Schizoeaca vilcabambae","Vilcabamba Thistletail",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_8","B","Jennifer",0,0,0,100,0,0,0,0,"Ref_8",1,"Jessica",0,20.2,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",660,6772,"Passeriformes","Passeriformes","Furnariidae","Ovenbirds",110,"BL3","Asthenes sclateri","Puno Canastero",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_8","A","Jennifer",0,0,100,0,0,0,0,0,"Ref_8",1,"Jessica",0,25.9,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",665,6829,"Passeriformes","Passeriformes","Furnariidae","Ovenbirds",110,"BL3","Hyloctistes subulatus","Striped Woodhaunter",80,0,20,0,0,0,0,0,0,0,"Invertebrate","Ref_8","A","Jennifer",0,0,0,50,50,0,0,0,"Ref_8",1,"Jessica",0,28.8,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",670,6867,"Passeriformes","Passeriformes","Furnariidae","Ovenbirds",110,"BL3","Automolus rubiginosus","Ruddy Foliage-gleaner",80,0,20,0,0,0,0,0,0,0,"Invertebrate","Ref_8","A","Jennifer",0,0,0,100,0,0,0,0,"Ref_8",1,"Jessica",0,39.8,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",676,6905,"Passeriformes","Passeriformes","Dendrocolaptidae","Woodcreepers",111,"BL3","Hylexetastes uniformis","Uniform Woodcreeper",90,0,0,0,10,0,0,0,0,0,"Invertebrate","Ref_8","A","Jennifer",0,0,0,50,50,0,0,0,"Ref_8",1,"Jessica",0,117,"GenAvg",0,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",677,6907,"Passeriformes","Passeriformes","Dendrocolaptidae","Woodcreepers",111,"BL3","Hylexetastes brigidai","Mato Grosso Woodcreeper",90,0,0,0,10,0,0,0,0,0,"Invertebrate","Ref_8","A","Jennifer",0,0,0,50,50,0,0,0,"Ref_8",1,"Jessica",0,117,"GenAvg",0,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",680,7245,"Passeriformes","Passeriformes","Maluridae","Australasian wrens",116,"IOC27","Malurus campbelli","Campbell's Fairywren",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_12","B","Jennifer",0,0,0,100,0,0,0,0,"Ref_12",1,"Jessica",0,9,"PrimScale",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",683,7342,"Passeriformes","Passeriformes","Meliphagidae","Honeyeaters",117,"BL3","Lichmera limbata","Indonesian Honeyeater",10,0,0,0,0,0,0,90,0,0,"FruiNect","Ref_13","C","Carolina",0,0,70,30,0,0,0,0,"Ref_44",1,"Christian",0,10,"PrimScale",1,"MarceloR","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",690,7359,"Passeriformes","Passeriformes","Meliphagidae","Honeyeaters",117,"BL3","Meliphaga gracilis","Graceful Honeyeater",40,0,0,0,0,0,30,30,0,0,"FruiNect","Ref_13","A","Carolina",0,0,0,20,40,40,0,0,"Ref_41; Ref_39",1,"Jessica",0,14.98,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96",692,7365,"Passeriformes","Passeriformes","Meliphagidae","Honeyeaters",117,"BL3","Meliphaga albilineata","White-lined Honeyeater",40,0,0,0,0,0,20,20,20,0,"Omnivore","Ref_13","A","Carolina",0,0,0,20,40,40,0,0,"Ref_37",1,"Christian",0,23.69,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",713,7417,"Passeriformes","Passeriformes","Meliphagidae","Honeyeaters",117,"BL3","Philemon novaeguineae","New Guinea Friarbird",20,0,0,0,0,0,10,60,10,0,"FruiNect","Ref_13","A","Carolina",0,0,0,0,20,80,0,0,"Beehler etal 86",1,"Christian",0,147,"PrimScale",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",721,7535,"Passeriformes","Passeriformes","Acanthizidae","Thornbills and gerygones",120,"BL3","Sericornis virgatus","Perplexing Scrubwren",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_12","A","Jennifer",0,0,0,20,80,0,0,0,"Other",1,"Jessica",0,12.4,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",743,7819,"Passeriformes","Passeriformes","Vireonidae","Vireos and allies",141,"BL3","Hylophilus ochraceiceps","Tawny-crowned Greenlet",80,0,0,0,0,0,20,0,0,0,"Invertebrate","Ref_15","A","Jennifer",0,0,0,80,20,0,0,0,"Ref_33
",1,"Christian",0,11.6,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",751,7982,"Passeriformes","Passeriformes","Corvidae","Crows and jays",147,"BL3","Aphelocoma insularis","Island Scrub-jay",20,10,10,0,0,0,10,0,50,0,"Omnivore","Ref_14","A","Carolina",0,0,80,10,10,0,0,0,"Ref_30",1,"Christian",0,115.78,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101",754,8018,"Passeriformes","Passeriformes","Corvidae","Crows and jays",147,"IOC27","Cyanocorax luxuosus","Green Jay",40,10,10,0,0,0,40,0,0,0,"Omnivore","Ref_14","A","Carolina",0,0,0,70,30,0,0,0,"Ref_30",1,"Christian",0,78.5,"PrimScale",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",766,8176,"Passeriformes","Passeriformes","Paradisaeidae","Birds of paradise",149,"BL3","Parotia helenae","Eastern Parotia",20,0,20,0,0,0,60,0,0,0,"FruiNect","Ref_14","A","Carolina",0,0,0,0,80,20,0,0,"Ref_40",1,"Christian",0,159,"PrimScale",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",782,8321,"Passeriformes","Passeriformes","Campephagidae","Cuckoo-shrikes",136,"BL3","Coracina cinerea","Ashy Cuckooshrike",90,0,0,0,0,0,10,0,0,0,"Invertebrate","Ref_10","A","Carolina",0,0,0,0,20,80,0,0,"Ref_10",1,"Jessica",0,47.2,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",786,8325,"Passeriformes","Passeriformes","Campephagidae","Cuckoo-shrikes",136,"BL3","Coracina tenuirostris","Slender-billed Cicadabird",80,0,0,0,0,0,10,0,10,0,"Invertebrate","Ref_10","A","Carolina",0,0,0,20,40,40,0,0,"Ref_10",1,"Jessica",0,60.92,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",797,8336,"Passeriformes","Passeriformes","Campephagidae","Cuckoo-shrikes",136,"BL3","Coracina holopolia","Solomons Cuckooshrike",80,0,0,0,0,0,20,0,0,0,"Invertebrate","Ref_10","C","Carolina",0,0,0,0,0,100,0,0,"Ref_10",1,"Jessica",0,48.9,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",808,8484,"Passeriformes","Passeriformes","Monarchidae","Monarchs",146,"IOC27","Terpsiphone smithii","Annobon Paradise Flycatcher",90,0,0,0,0,0,10,0,0,0,"Invertebrate","Ref_11","A","Jennifer",0,0,0,20,60,20,0,0,"Ref_11",1,"Jessica",0,15.43,"GenAvg",0,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",811,8516,"Passeriformes","Passeriformes","Monarchidae","Monarchs",146,"BL3","Monarcha erythrostictus","Bougainville Monarch",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_11","A","Jennifer",0,0,0,0,60,40,0,0,"Ref_11",1,"Jessica",0,26.27,"GenAvg",0,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",828,8535,"Passeriformes","Passeriformes","Monarchidae","Monarchs",146,"BL3","Monarcha verticalis","Black-tailed Monarch",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_11","B","Jennifer",0,0,0,20,80,0,0,0,"Ref_11",1,"Jessica",0,21.7,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",829,8536,"Passeriformes","Passeriformes","Monarchidae","Monarchs",146,"BL3","Monarcha barbatus","Black-and-white Monarch",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_11","A","Jennifer",0,0,0,33,33,33,0,0,"Ref_11",1,"Jessica",0,21,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",835,8542,"Passeriformes","Passeriformes","Monarchidae","Monarchs",146,"BL3","Arses telescophthalmus","Frilled Monarch",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_11","A","Jennifer",0,0,0,20,80,0,0,0,"Ref_11",1,"Jessica",0,15.26,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",844,8707,"Passeriformes","Passeriformes","Platysteiridae","Shrike-flycatchers, wattle-eyes and batises",128,"BL3","Platysteira castanea","Chestnut Wattle-eye",70,0,0,0,0,0,20,0,10,0,"Invertebrate","Ref_11","A","Jennifer",0,0,0,0,100,0,0,0,"Ref_34",1,"Jessica",0,14.09,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",847,8712,"Passeriformes","Passeriformes","Platysteiridae","Shrike-flycatchers, wattle-eyes and batises",128,"BL3","Platysteira concreta","Yellow-bellied Wattle-eye",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_11","A","Jennifer",0,0,0,80,20,0,0,0,"Ref_34",1,"Jessica",0,11.4,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",848,8715,"Passeriformes","Passeriformes","Campephagidae","Cuckoo-shrikes",136,"BL3","Tephrodornis gularis","Large Woodshrike",80,0,0,0,0,0,20,0,0,0,"Invertebrate","Ref_10","A","Carolina",0,0,10,0,50,40,0,0,"Ref_34",1,"Jessica",0,37.8,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",866,8838,"Passeriformes","Passeriformes","Turdidae","Thrushes",178,"BL3","Zoothera piaggiae","Abyssinian Ground-thrush",50,0,0,0,0,0,30,0,20,0,"Omnivore","Ref_10","A","Carolina",0,0,80,10,10,0,0,0,"Ref_10",1,"Jessica",0,51.1,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",891,9062,"Passeriformes","Passeriformes","Muscicapidae","Chats and Old World flycatchers",167,"BL3","Rhinomyias oscillans","Russet-backed Jungle-flycatcher",80,0,0,0,0,0,20,0,0,0,"Invertebrate","Ref_11","A","Hamish",0,0,40,40,20,0,0,0,"Ref_11",1,"Jessica",0,23.93,"PrimScale",1,"MarceloR","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",892,9063,"Passeriformes","Passeriformes","Muscicapidae","Chats and Old World flycatchers",167,"BL3","Rhinomyias brunneatus","Brown-chested Jungle-flycatcher",100,0,0,0,0,0,0,0,0,0,"Invertebrate","Ref_11","B","Hamish",0,0,30,30,40,0,0,0,"Ref_11",1,"Jessica",0,18.1,"PrimScale",1,"MarceloR","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117",918,9207,"Passeriformes","Passeriformes","Muscicapidae","Chats and Old World flycatchers",167,"BL3","Erithacus akahige","Japanese Robin",40,0,10,10,0,10,20,0,10,0,"Omnivore","Ref_10","D1","Carolina",0,0,50,50,0,0,0,0,"Ref_11",1,"Jessica",0,17,"Dunning08",1,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
